Name,Location,City,P.O Box,Phone,Mobile,Company page link,Logo url
Eat and Drink Group of Restaurants,"Khaleefa Bin Din Bldg, Near Bus Station, Satwa","Dubai, UAE",65892,+97143496003,N/A,https://www.yellowpages-uae.com/eat-and-drink-group-of-restaurants-107822.html,N/A
Eat Greek,JBR,"Dubai, UAE",N/A,+97144305249,N/A,https://www.yellowpages-uae.com/eat-greek-175754.html,N/A
Eat Max Cafeteria,"Behind Emax, Salim Bin Omar Street","Sharjah, UAE",N/A,+97165538706,+971559454476,https://www.yellowpages-uae.com/eat-max-cafeteria-175240.html,N/A
Eat n Joy Restaurant & Cafeteria,"Behind BHS, Hamdan Street","Abu Dhabi, UAE",N/A,+97126322216,+971501325032,https://www.yellowpages-uae.com/eat-n-joy-restaurant-cafeteria-175516.html,N/A
Eat Route,"Opposite Tasheel, King Abdul Azizi Street","Sharjah, UAE",N/A,+97165440676,+971562931779,https://www.yellowpages-uae.com/eat-route-175599.html,N/A
Eataly,Dubai Mall,"Dubai, UAE",N/A,+97143308899,N/A,https://www.yellowpages-uae.com/eataly-175755.html,N/A
Eclipse Bar,"Intercontinental Hotel, Dubai Festival City","Dubai, UAE",N/A,+97147011111,N/A,https://www.yellowpages-uae.com/eclipse-bar-142734.html,N/A
Elco Restaurants,"Shop 7, Al Arti Bldg, Zabeel Rd,","Dubai, UAE",115719,+97143972787,+97143972788,https://www.yellowpages-uae.com/elco-restaurants-175502.html,N/A
Eldorado Restaurant,Electra St,"Abu Dhabi, UAE",N/A,+97126761848,N/A,https://www.yellowpages-uae.com/eldorado-restaurant-145639.html,N/A
Elevation Burger,"Latifa Tower, Near Crown Plaza, Shk Zayed Road","Dubai, UAE",N/A,+97143880000,N/A,https://www.yellowpages-uae.com/elevation-burger-175756.html,N/A
Elia Greek Restaurant,"Majestic Hotel Tower, Bur Dubai","Dubai, UAE",N/A,+97143598888,N/A,https://www.yellowpages-uae.com/elia-greek-restaurant-175830.html,N/A
Eloquent Elephant,"Taj Dubai, Business Bay","Dubai, UAE",N/A,+97144383100,N/A,https://www.yellowpages-uae.com/eloquent-elephant-175832.html,N/A
Em Sherif,Downtown Dubai,"Dubai, UAE",N/A,+97144243000,N/A,https://www.yellowpages-uae.com/em-sherif-175831.html,N/A
Ember,"Dubai Mall, Downtown Dubai","Dubai, UAE",N/A,+97144388999,N/A,https://www.yellowpages-uae.com/ember-67699.html,N/A
Emirates Restaurant,"Near Alico Aluminium Co, BMW Rd, Indl Area 2","Sharjah, UAE",36247,+97165338200,N/A,https://www.yellowpages-uae.com/emirates-restaurant-136116.html,N/A
Emly Chilli,Al Nahda 1,"Dubai, UAE",N/A,+97142837474,N/A,https://www.yellowpages-uae.com/emly-chilli-68504.html,N/A
Entrecote - Al Khaleej Palace Hotel,"Near Etisalat, Maktoum St, Deira","Dubai, UAE",3720,+97142231000,N/A,https://www.yellowpages-uae.com/entrecote-al-khaleej-palace-hotel-111719.html,N/A
Epicure,"Deser Palm Hotel, Al Awir Road","Dubai, UAE",N/A,+97143238888,N/A,https://www.yellowpages-uae.com/epicure-67381.html,N/A
Ethio Habasha Restaurant,Muroor Rd,"Abu Dhabi, UAE",N/A,+97124436013,N/A,https://www.yellowpages-uae.com/ethio-habasha-restaurant-145669.html,N/A
Everest Restaurant,Al Esbij Street,"Dubai, UAE",N/A,+97143550707,+971567108378,https://www.yellowpages-uae.com/everest-restaurant-175582.html,N/A
Exotic Restaurant,Karama,"Dubai, UAE",123375,+97143965557,N/A,https://www.yellowpages-uae.com/exotic-restaurant-117803.html,N/A
Exzotica Restaurant,"Near Lotus Boutique Hotel, Al Baraha, Deira","Dubai, UAE",20058,+97142719196,N/A,https://www.yellowpages-uae.com/exzotica-restaurant-62623.html,N/A
Faaz Al Majaz Restaurant & Cafeteria,"Behind City Max Hotel, Near Big Bazar Hypermarket","Sharjah, UAE",N/A,+97165220096,+971554667235,https://www.yellowpages-uae.com/faaz-al-majaz-restaurant-cafeteria-175362.html,N/A
Fahid Restaurent,N/A,"Dubai, UAE",N/A,+97142260871,N/A,https://www.yellowpages-uae.com/fahid-restaurent-101154.html,N/A
Fairways International,"The Westin Abu Dhabi Golf Resort & Spa, Khalifa City","Abu Dhabi, UAE",N/A,+97126169999,N/A,https://www.yellowpages-uae.com/fairways-international-175693.html,N/A
Falafel and Shawarma Cafe,"Opp Centrepoint, Karama","Dubai, UAE",N/A,+97143968301,+971567725454,https://www.yellowpages-uae.com/falafel-and-shawarma-cafe-175285.html,N/A
Falafel Express Restaurant,Dubai Marina,"Dubai, UAE",N/A,+97144257711,N/A,https://www.yellowpages-uae.com/falafel-express-restaurant-102779.html,N/A
Falafel Zaman,"Behind Ramada Hotel, Al Barsha","Dubai, UAE",N/A,+97144226131,+971526930185,https://www.yellowpages-uae.com/falafel-zaman-175579.html,N/A
Falla Juice & Snacks,"Jumeirah St, Umm Suqeim 2","Dubai, UAE",N/A,+9710032552,N/A,https://www.yellowpages-uae.com/falla-juice-snacks-146564.html,N/A
Family Palace Restaurant LLC,"Opp Oasis Water, National Paints R/A, Kalba Rd","Sharjah, UAE",95368,+97165358335,N/A,https://www.yellowpages-uae.com/family-palace-restaurant-llc-147689.html,N/A
Famous Dave's,"Level 3, Abu Dhabi Mall","Abu Dhabi, UAE",N/A,+97126587863,N/A,https://www.yellowpages-uae.com/famous-daves-176396.html,N/A
Fanr Restaurant,Saadiyat Island,"Abu Dhabi, UAE",N/A,+97126575888,N/A,https://www.yellowpages-uae.com/fanr-restaurant-175694.html,N/A
Fantastic Fresh Food Trading LLC,Hor Al Anz,"Dubai, UAE",24269,+97142339114,N/A,https://www.yellowpages-uae.com/fantastic-fresh-food-trading-llc-162938.html,N/A
Fantastico Cafe LLC,"Mazaya Centre, Sh Zayed Rd","Dubai, UAE",114820,+97143434214,N/A,https://www.yellowpages-uae.com/fantastico-cafe-llc-133560.html,N/A
Fantasy Restaurant,Deira,"Dubai, UAE",29134,+97142688288,N/A,https://www.yellowpages-uae.com/fantasy-restaurant-135156.html,N/A
Faragalla Cafe,Oud Metha Road,"Dubai, UAE",N/A,+971564334701,N/A,https://www.yellowpages-uae.com/faragalla-cafe-175482.html,N/A
Fareehan Refreshment,"Behind KM Trading, Salam Street","Abu Dhabi, UAE",N/A,+97126774447,+971551100954,https://www.yellowpages-uae.com/fareehan-refreshment-175534.html,N/A
Farhat Restaurant,Al Qasimiah,"Sharjah, UAE",29373,+97165669660,N/A,https://www.yellowpages-uae.com/farhat-restaurant-123527.html,N/A
Fatah Sanobir Restaurant,"203, Dar Al Wuhaida building, Hor Al Anz, Deira","Dubai, UAE",50715,+97142692334,N/A,https://www.yellowpages-uae.com/mam-electrical-contracting-establishment-26245.html,N/A
FatBurger,"Ground Floor, Mall of the Emirates","Dubai, UAE",N/A,+97143477913,N/A,https://www.yellowpages-uae.com/fatburger-175757.html,N/A
Fathima Trading and Catering Co,"Near ADCB, Airport Rd","Abu Dhabi, UAE",4710,+97124433490,N/A,https://www.yellowpages-uae.com/fathima-trading-and-catering-co-111697.html,N/A
Fatima House Restaurant,"Al Musalla Rd, Deira","Dubai, UAE",45763,+97143976720,N/A,https://www.yellowpages-uae.com/fatima-house-restaurant-117964.html,N/A
Feast,"Sheraton Grand Hotel, Shk Zayed Road","Dubai, UAE",N/A,+97145034444,N/A,https://www.yellowpages-uae.com/feast-175833.html,N/A
Feri Kasif Theroom Restaurant,"Diamond 4 Bldg, Near Marina Mall, Dubai Marina","Dubai, UAE",N/A,+97144572919,N/A,https://www.yellowpages-uae.com/feri-kasif-theroom-restaurant-145697.html,N/A
Fibber Magee's,"Bhnd Saeed Tower 1, Sh Zayed Rd","Dubai, UAE",115944,+97143322400,N/A,https://www.yellowpages-uae.com/fibber-magee-s-113244.html,N/A
Fiesta Restaurant,"Bhnd NMC Hospital, Al Nahda 2","Dubai, UAE",N/A,+97142206444,+971502814455,https://www.yellowpages-uae.com/fiesta-restaurant-68501.html,N/A
Filini,Radisson Blu Hotel,"Abu Dhabi, UAE",N/A,+97126562000,N/A,https://www.yellowpages-uae.com/filini-175695.html,N/A
Filli,Al Mamzar Corniche,"Dubai, UAE",N/A,+97142387169,+971557199280,https://www.yellowpages-uae.com/filli-175246.html,N/A
Finz,"Beach Rotana, Al Zahiyah","Abu Dhabi, UAE",N/A,+97126979350,N/A,https://www.yellowpages-uae.com/finz-175736.html,N/A
Firebird Dinner,"Four Seasons Hotel, DIFC","Dubai, UAE",N/A,+97145060000,N/A,https://www.yellowpages-uae.com/firebird-dinner-175834.html,N/A
Fish Dubai,"Le Meridian, Mina Seyahi","Dubai, UAE",N/A,+97145117139,N/A,https://www.yellowpages-uae.com/fish-dubai-175835.html,N/A
Fish Market Restaurant,Al Wahda St,"Sharjah, UAE",N/A,+97165397667,N/A,https://www.yellowpages-uae.com/fish-market-restaurant-147654.html,N/A
"Fish N Chips Room, The","Murjan Tower, Jumeirah Beach Res","Dubai, UAE",66413,+97144270443,N/A,https://www.yellowpages-uae.com/fish-n-chips-room-the-175629.html,N/A
Fish World,"3rd Flr, Food Court, Burjuman Centre, Bur Dubai","Dubai, UAE",26570,+97143514774,N/A,https://www.yellowpages-uae.com/fish-world-126064.html,N/A
Fishmarket - Inter-Continental Abu Dhabi,"Hotel Intercontinental Abu Dhabi, Khalidya","Abu Dhabi, UAE",4171,+97126666888,N/A,https://www.yellowpages-uae.com/fishmarket-inter-continental-abu-dhabi-112379.html,N/A
Five Guys Burger,Dubai Mall,"Dubai, UAE",N/A,+97143804117,N/A,https://www.yellowpages-uae.com/five-guys-burger-175759.html,N/A
Flame & Bake,Next To Hollywood Magic,"Abu Dhabi, UAE",N/A,+97100565564,+97126817747,https://www.yellowpages-uae.com/flame-bake-175522.html,N/A
Flavours - Sheraton,"Near Corniche Hospital, Corniche Rd","Abu Dhabi, UAE",640,+97126773333,N/A,https://www.yellowpages-uae.com/flavours-sheraton-111955.html,N/A
Flavours On Two,"Towers Rotana, Shk Zayed Road","Dubai, UAE",N/A,+97143438000,N/A,https://www.yellowpages-uae.com/flavours-on-two-175836.html,N/A
Flooka,Dubai Marine Beach Resort,"Dubai, UAE",N/A,+97143461111,N/A,https://www.yellowpages-uae.com/flooka-175837.html,N/A
Food & Life Global Flavours,Bur Dubai,"Dubai, UAE",116357,+97143599775,N/A,https://www.yellowpages-uae.com/food-life-global-flavours-149738.html,N/A
Food City Restaurant LLC,Al Muroor,"Abu Dhabi, UAE",109770,+97124488640,N/A,https://www.yellowpages-uae.com/food-city-restaurant-llc-143622.html,N/A
Food Mountain Restaurant,"Behind Adnoc Petrol Station, Najda Street","Abu Dhabi, UAE",N/A,+971562090767,N/A,https://www.yellowpages-uae.com/food-mountain-restaurant-175572.html,N/A
Food Palace Restaurant,Khalifa Str,"Abu Dhabi, UAE",105912,+97126270080,N/A,https://www.yellowpages-uae.com/food-palace-restaurant-131684.html,N/A
Food Park City Restaurant,Al Nahda,"Sharjah, UAE",N/A,+97165544757,N/A,https://www.yellowpages-uae.com/food-park-city-restaurant-148066.html,N/A
Food Village Restaurant LLC,"Amman St, Al nahda 1","Dubai, UAE",237882,+97142398502,N/A,https://www.yellowpages-uae.com/food-village-restaurant-llc-143860.html,N/A
Foodlands Restaurant LLC,Airport Rd,"Abu Dhabi, UAE",200,+97126330099,N/A,https://www.yellowpages-uae.com/foodlands-restaurant-llc-104149.html,N/A
Fort Kochi Restaurant,Next To EPPCO Petrol Station,"Dubai, UAE",N/A,+97142575020,+971553411011,https://www.yellowpages-uae.com/fort-kochi-restaurant-175324.html,N/A
Fountain Cafe Restaurant,Shk Zayed Rd,"Dubai, UAE",36853,+97143311502,N/A,https://www.yellowpages-uae.com/fountain-cafe-restaurant-143449.html,N/A
Four Friends Restaurants,"Opp ADCB, Meena Rd","Sharjah, UAE",70886,+97165628121,N/A,https://www.yellowpages-uae.com/four-friends-restaurants-68582.html,N/A
Four Season Restaurant,Al Barsha,"Dubai, UAE",N/A,+97143255444,N/A,https://www.yellowpages-uae.com/four-season-restaurant-145580.html,N/A
Francesco Pizzeria Restaurant,"G Flr, Al Khaleej Centre, Bur Dubai","Dubai, UAE",43383,+97143522766,N/A,https://www.yellowpages-uae.com/francesco-pizzeria-restaurant-122720.html,N/A
Frankies Italian Restaurant & Grill,Farimont Bab Al Bahr,"Abu Dhabi, UAE",N/A,+97126543333,N/A,https://www.yellowpages-uae.com/frankies-italian-restaurant-grill-175698.html,N/A
Fresh & Easy (The Barakat Shop),"Jumeirah Road, Opposite City Bank","Dubai, UAE",N/A,+97142272528,N/A,https://www.yellowpages-uae.com/fresh-easy-the-barakat-shop--175570.html,N/A
Fresh & More Cafeteria & Grill,Khalifa 11,"Abu Dhabi, UAE",N/A,+97125521199,N/A,https://www.yellowpages-uae.com/fresh-more-cafeteria-grill-145640.html,N/A
Friday's,N/A,"Dubai, UAE",N/A,+97100523334,N/A,https://www.yellowpages-uae.com/friday-s-150962.html,N/A
Frutti Juice,Near Lighthouse Community Psychological Clinic,"Dubai, UAE",N/A,+97143284371,N/A,https://www.yellowpages-uae.com/frutti-juice-175562.html,N/A
Fusion Caffe LLC,N/A,"Abu Dhabi, UAE",62920,+97124058678,N/A,https://www.yellowpages-uae.com/fusion-caffe-llc-164801.html,N/A
Fusion of Flavors Restaurant,"Damascus St, Al Qusais","Dubai, UAE",N/A,+97142678056,N/A,https://www.yellowpages-uae.com/fusion-of-flavors-restaurant-142227.html,N/A
Futue Stra Restaurant & Cafeteria,Al Nahda 1,"Dubai, UAE",96703,+97142676986,N/A,https://www.yellowpages-uae.com/futue-stra-restaurant-cafeteria-147205.html,N/A
Future Star Restaurant,"Opp Buhari Masjid, Bhnd NMC , Al Nahda 1","Dubai, UAE",96703,+97142676986,+971553569068,https://www.yellowpages-uae.com/future-star-restaurant-175227.html,N/A
GAD Group Of Restaurants,TCA,"Abu Dhabi, UAE",N/A,+97126451699,N/A,https://www.yellowpages-uae.com/gad-group-of-restaurants-145306.html,N/A
Gafoorkas Thattukada Restaurant,"Opp Lulu Village, Near Emarat Petrol Station, Muhaisnah","Dubai, UAE",N/A,+97142511713,+971507191166,https://www.yellowpages-uae.com/gafoorkas-thattukada-restaurant-177274.html,N/A
Galito's,"E 278-279 - 2nd Floor Extension, Al Wahda Mall","Abu Dhabi, UAE",N/A,+97126438221,+971501118971,https://www.yellowpages-uae.com/galito-s-176411.html,N/A
Garden Side Refreshments,Behind Al Salama Hospital,"Abu Dhabi, UAE",N/A,+97126763626,+971559629197,https://www.yellowpages-uae.com/garden-side-refreshments-175548.html,N/A
Gate of Karama Restaurant,Karama,"Dubai, UAE",6319,+97143374222,N/A,https://www.yellowpages-uae.com/gate-of-karama-restaurant-114413.html,N/A
Gazebo Restaurant,DIFC,"Dubai, UAE",281066,+97143585550,N/A,https://www.yellowpages-uae.com/gazebo-restaurant-108463.html,N/A
Geddy,Barsha,"Dubai, UAE",N/A,N/A,N/A,https://www.yellowpages-uae.com/geddy-103607.html,N/A
Generous Vistors Restaurent,"Naif Rd, Deira","Dubai, UAE",N/A,+97142712262,N/A,https://www.yellowpages-uae.com/generous-vistors-restaurent-101156.html,N/A
Genghis Grill,"Level 2, Al Wahda Mall Extension","Abu Dhabi, UAE",33779,+97126156039,N/A,https://www.yellowpages-uae.com/genghis-grill-176383.html,N/A
Ghoroob Al Shams Restaurant,Al Nahda 2,"Dubai, UAE",N/A,+97142206868,N/A,https://www.yellowpages-uae.com/ghoroob-al-shams-restaurant-148055.html,N/A
Ghuloom Shahdad Restaurant,Bur Dubai,"Dubai, UAE",N/A,+97143935186,+971558218959,https://www.yellowpages-uae.com/ghuloom-shahdad-restaurant-175838.html,N/A
Gillys Restaurant,Behind Fresh & More Supermarket,"Abu Dhabi, UAE",N/A,+97126712050,+971508644909,https://www.yellowpages-uae.com/gillys-restaurant-175530.html,N/A
Ginny's Restaurant and Confectionery,"9, Al Zara Bldg, Khalid Bin Walid St, Bur Dubai","Dubai, UAE",51043,+97143931876,N/A,https://www.yellowpages-uae.com/ginny-s-restaurant-and-confectionery-114283.html,N/A
Giornotte,"Ritz Carlton, Al Maqta","Abu Dhabi, UAE",N/A,+97128188888,N/A,https://www.yellowpages-uae.com/giornotte-175699.html,N/A
Go Thai,"Talal Belhoul Building, Opp NMC Hosp, Bhnd Sahara Centre, Al Nahda","Dubai, UAE",20199,+97142506111,+971529866084,https://www.yellowpages-uae.com/go-thai-175291.html,N/A
Goa Coastal Curries,"Near Dubai Islamic Bank, Karama","Dubai, UAE",N/A,+97143795238,N/A,https://www.yellowpages-uae.com/goa-coastal-curries-163102.html,N/A
Golden Burger Restaurant and Internet Cafe,"Abraj Centre, Sabakha Bus Stand, Deira","Dubai, UAE",11311,+97142277941,N/A,https://www.yellowpages-uae.com/golden-burger-restaurant-and-internet-cafe-145246.html,N/A
Golden Chariot Confectionery,"Near Grand Hotel, Al Qusais","Dubai, UAE",48300,+97142582050,+971503988826,https://www.yellowpages-uae.com/golden-chariot-confectionery-175220.html,N/A
Golden Crown Restaurant,Hamdan St,"Abu Dhabi, UAE",73145,+97126772828,N/A,https://www.yellowpages-uae.com/golden-crown-restaurant-116101.html,N/A
Golden Dragon Restaurant,"Trade Centre Road, Karama","Dubai, UAE",2044,+97143967788,N/A,https://www.yellowpages-uae.com/golden-dragon-restaurant-26199.html,N/A
Golden Fork Group,"Al Owasis Bldg, Al Rigga Rd","Dubai, UAE",13951,+97142239233,N/A,https://www.yellowpages-uae.com/golden-fork-group-117725.html,N/A
Golden Jabal Al Noor Fast Food LLC,"Near Canadian Hosp, Mamzar Centre","Dubai, UAE",N/A,+97142692979,+971505001349,https://www.yellowpages-uae.com/golden-jabal-al-noor-fast-food-llc-175309.html,N/A
Golden Palace Mandi Restaurant,"Bhnd NMC Hosp, Al Nahda 2","Dubai, UAE",192078,+97142380049,+971588170900,https://www.yellowpages-uae.com/golden-palace-mandi-restaurant-175241.html,N/A
Golden Seashell LLC,Satwa,"Dubai, UAE",N/A,+97143989920,N/A,https://www.yellowpages-uae.com/golden-seashell-llc-147778.html,N/A
Golden Spoon Vegetarian Restaurant,Madinat Zayed,"Abu Dhabi, UAE",43750,+97126337155,N/A,https://www.yellowpages-uae.com/golden-spoon-vegetarian-restaurant-115413.html,N/A
Golestan Restaurant,Deira,"Dubai, UAE",65653,+97142828007,N/A,https://www.yellowpages-uae.com/golestan-restaurant-114452.html,N/A
Govindas Garden Restaurant LLC,"Beach Road, Jumeirah","Dubai, UAE",30985,+97143211884,+971505649227,https://www.yellowpages-uae.com/govindas-garden-restaurant-llc-175558.html,N/A
Govindas Restaurant (LLC),Karama,"Dubai, UAE",30985,+97143960088,N/A,https://www.yellowpages-uae.com/govindas-restaurant-llc--149530.html,N/A
Grand Abu Shakra Rest and Cafe,"Al Maktoum St, Deira","Dubai, UAE",119943,+97142229900,N/A,https://www.yellowpages-uae.com/grand-abu-shakra-rest-and-cafe-131182.html,N/A
"Grand Buffet Restaurant, The",Al Wahda St,"Sharjah, UAE",4561,+97165328000,N/A,https://www.yellowpages-uae.com/grand-buffet-restaurant-the-130225.html,N/A
Grand Cafe Boulevard,Downtown,"Dubai, UAE",N/A,+97144579944,N/A,https://www.yellowpages-uae.com/grand-cafe-boulevard-167769.html,N/A
Grand Central Restaurant,Muroor Street,"Abu Dhabi, UAE",N/A,+97126426499,N/A,https://www.yellowpages-uae.com/grand-central-restaurant-175652.html,N/A
Grand Restaurant,N/A,"Sharjah, UAE",N/A,+97165652080,N/A,https://www.yellowpages-uae.com/grand-restaurant-112183.html,N/A
Grecian Grill Restaurant,N/A,"Dubai, UAE",500003,+97145531335,N/A,https://www.yellowpages-uae.com/grecian-grill-restaurant-176018.html,N/A
Green Chillies Restaurant,Discovery Gardens,"Dubai, UAE",N/A,+97144456789,N/A,https://www.yellowpages-uae.com/green-chillies-restaurant-147693.html,N/A
Green Lagoon Restaurant,"Opp Citymax, Barsha 1","Dubai, UAE",N/A,+97143792440,+971508314900,https://www.yellowpages-uae.com/green-lagoon-restaurant-175353.html,N/A
Green Leaf International Restaurant,"Al Noor Building, Behind Sahara Center","Dubai, UAE",N/A,+97142560066,+971529264719,https://www.yellowpages-uae.com/green-leaf-international-restaurant-175287.html,N/A
Green Leaf Restaurant,"Behind Emirates NBD, Near Colours Hyper Market","Abu Dhabi, UAE",N/A,+97123048155,N/A,https://www.yellowpages-uae.com/green-leaf-restaurant-175583.html,N/A
Green Leaves Restaurant,Discovery Garden,"Dubai, UAE",N/A,+97148877866,N/A,https://www.yellowpages-uae.com/green-leaves-restaurant-103551.html,N/A
Green Pepper Restaurant,"Opp Enoc Staff Accomodation, Al Quoz Indl Area 2","Dubai, UAE",N/A,+97143416003,+971553089030,https://www.yellowpages-uae.com/green-pepper-restaurant-175112.html,N/A
Green Place Restaurent,Karama,"Dubai, UAE",N/A,+97143967909,N/A,https://www.yellowpages-uae.com/green-place-restaurent-101157.html,N/A
Green Sea Hotel,Deira,"Dubai, UAE",87565,+97142255518,N/A,https://www.yellowpages-uae.com/green-sea-hotel-117901.html,N/A
Green Valley Cafeteria and Restaurant,"Opp Central Bank, Kalba Rd","Fujairah, UAE",1875,+97192224929,N/A,https://www.yellowpages-uae.com/green-valley-cafeteria-and-restaurant-134526.html,N/A
Grill O,Dubai Silicon Oasis,"Dubai, UAE",N/A,+97143255990,N/A,https://www.yellowpages-uae.com/grill-o-175337.html,N/A
Gulf Coast RVs,"Near The Infiniti Center, Sh Zayed Rd","Dubai, UAE",643982,+97143805454,N/A,https://www.yellowpages-uae.com/gulf-coast-rvs-151915.html,N/A
Gulf Light Cafeteria,"Bhnd Aramex, Abu Shagara","Sharjah, UAE",N/A,+97165599747,+971501108848,https://www.yellowpages-uae.com/gulf-light-cafeteria-175254.html,N/A
Gulf Pastry,Al Satwa,"Dubai, UAE",N/A,+97143323339,N/A,https://www.yellowpages-uae.com/gulf-pastry-145308.html,N/A
Habtoor Grand Resort and Spa,"Near Royal Le Meridien, I/Change 5, Jumeirah Beach","Dubai, UAE",24454,+97143995000,N/A,https://www.yellowpages-uae.com/habtoor-grand-resort-and-spa-120089.html,N/A
Haddad Hydrabad Restaurent,"Ground Floor, Buldg#5, Damascus Road, Al Qusais","Dubai, UAE",N/A,+97142635926,N/A,https://www.yellowpages-uae.com/haddad-hydrabad-restaurent-149923.html,N/A
Hafidh Mohd Restaurent,N/A,"Dubai, UAE",N/A,+97142682617,N/A,https://www.yellowpages-uae.com/hafidh-mohd-restaurent-142520.html,N/A
